0,1,2,3,4,5
0.05403643225928568,0.24154756229030208,0.4095529181223654,0.03516645328060187,0.014153440231454185,0.24554319381599082
4.7036078009971965e-05,0.0018773793110061735,0.9942227785276938,1.5292119223153418e-06,5.079635313041363e-07,0.003850768907836577
1.2510597915569341e-05,0.0001631516959416224,0.9988927281337522,2.2042482634803413e-07,6.137368011149243e-08,0.0009313277738840757
0.0020622441572298745,0.16232703671882187,0.4306173493393799,6.621605726492925e-05,6.3787367427663786e-06,0.4049207749905606
0.00456233518267934,0.5718713661838187,0.2688003800249415,4.6576727916404354e-05,0.0007433079868734565,0.1539760338937705
0.007153785425276241,0.6829802820998807,0.046974023562323636,0.00011525508954671109,0.000399549151850941,0.26237710467112174
0.2602962564136354,0.07752379205485087,0.005611492142308245,0.4899287368852866,0.10112619781548486,0.06551352468843412
0.28238040527776903,0.27987412195448647,0.0076793544534192945,0.10747115341858453,0.14020567238360895,0.1823892925121317
6.474380272552132e-05,0.0026203593869221086,0.9930426738500243,3.6433365121935214e-06,8.102318714538373e-07,0.00426776939194444
0.0028511984788484202,0.08305803993531943,0.6854019588711503,0.00011806894846344866,2.678017388615546e-05,0.22854395359233218
4.542817263859313e-05,0.0027971658355181194,0.9921576249898475,2.8953442968715632e-06,3.9227406278305546e-07,0.004996493383635997
1.2988040871893401e-05,0.004762841057287006,0.9705297713943299,1.2311307570818236e-07,1.111463426952693e-09,0.024694275282972092
0.3676181073245107,0.11809642485363457,0.1415454780254056,0.03323514548709457,0.03780772060757186,0.30169712370178264
0.39197328779293955,0.10646093379699488,0.12252090047839173,0.06283933079978422,0.09180837486870332,0.2243971722631862
0.0024318081500780274,0.1397780038509807,0.7655933160878974,9.440931942146226e-05,4.9930461970457614e-05,0.09205253212965185
0.0019399496938044413,0.0494053108209667,0.874418261350676,7.808571883940683e-05,1.3132611279502226e-05,0.07414525980443411
0.3151708178354779,0.12209083193088803,0.0136205936540651,0.23900537928377322,0.14136000654263264,0.16875237075316293
0.1523329198381224,0.16844842306524677,0.06902333287774462,0.11434066315975092,0.006629823094962003,0.4892248379641734
0.006469396739419755,0.22001203686292742,0.5929393126442092,0.0004432115147282231,0.0009878909619437954,0.1791481512767717
9.279401560249414e-05,0.019366955776600248,0.9704719875080703,3.7669864125791147e-06,1.1667781782661647e-05,0.010052827931531722
1.0086115475216159e-05,0.0005518892389563427,0.9974368718641823,1.296554168818543e-07,3.810374515672924e-08,0.002000985022223977
0.03416782212353037,0.038762853835837704,0.7066258660526955,0.0013503280501269556,0.0002125110962135361,0.21888061884159574
0.178138874048759,0.15615425926250362,0.34335478418272647,0.04266706189773594,0.021024243874842904,0.2586607767334321
0.005342991092919469,0.030120446998002773,0.8734481874512575,0.0003938942058695681,5.564678214483805e-05,0.09063883346980561
2.8882503807494255e-06,0.00010448442936102301,0.9989105222286748,4.178754577298454e-08,8.810213106573283e-09,0.0009820544938245216
7.666082554301535e-06,8.97052459858181e-05,0.9982874865375039,2.776819984803284e-07,1.3524633401215877e-08,0.001614850927324277
0.05874951959719873,0.31979534129154863,0.048567755826547536,0.009398825890811017,0.001565843988520457,0.5619227134053737
7.277417371123227e-06,0.0007620385674164418,0.9979961530643732,1.671641508648823e-07,7.083197291704035e-08,0.0012342929547152638
2.084313230786223e-07,0.00011089014279671112,0.9997307006164288,2.406575549481388e-09,2.0433443208305335e-09,0.00015819635953156892
0.03376558425514834,0.2949677216088357,0.3008754562162198,0.002919276205271679,0.0042418050701848705,0.36323015664433966
0.2905566054376289,0.18348494509941865,0.10218540011990761,0.04043792064108217,0.07094518737927591,0.3123899413226868
0.2536570853067369,0.17484512479423242,0.14148150621876465,0.13201516982340966,0.17071336663293424,0.12728774722392208
