0,1,2,3,4,5
9.067455294519693e-05,0.0018987786901781027,0.9962663383350926,1.1715070368091505e-05,1.3512224607329247e-05,0.001718981126808597
0.0013862653437550472,0.03360862506407301,0.9078670256458325,0.00012163540317733506,5.752244197622649e-05,0.056958926101185886
0.0019116887506117767,0.005189532590110242,0.9774747644507259,0.0016746419887599686,0.00013286099208748497,0.013616511227704539
0.001666885260097704,0.004144941418060004,0.9808054870744619,0.0005754924274788389,0.00017325769320422654,0.012633936126697295
0.08560479176504028,0.19958024884764491,0.3486247325737965,0.060676523417552745,0.08534203525860258,0.22017166813736302
0.00034867574486982967,0.009732558890527368,0.958755714119027,1.634609581196683e-05,6.6899701585872495e-06,0.03114001517960527
0.003183284258334864,0.024147851410081345,0.9139435611223139,0.00018677651312462573,0.00017857203135932166,0.05835995466478599
0.001971874111054105,0.03679807238100804,0.9354206759197646,0.00048551151444632435,0.0011484827266391657,0.024175383347087666
0.007282937065771914,0.029229866007268755,0.864663396823534,0.00047184144678290486,0.00019056018421303092,0.09816139847242941
0.0157715904795922,0.023238553063277077,0.8689530778389323,0.0005534934946760471,0.000577578322944232,0.0909057068005783
0.23311425431072974,0.1343591411388362,0.02229138527787619,0.27744105569937255,0.029937627627359718,0.3028565359458256
0.013128494581913367,0.13542010820559472,0.6451367199570441,0.0022304172743956205,0.0015242862876420217,0.20255997369341003
0.02080844141260157,0.31793744429647575,0.27005154267773046,0.0025768810046650752,0.0021455950799864404,0.3864800955285406
0.0011023777000649887,0.025192750474800966,0.9422078090086579,0.00012411605280149843,5.781155642528813e-05,0.031315135207249656
2.7274267152819755e-06,0.0005407037638648071,0.9981054942905642,4.950272856685324e-08,2.9586645815984562e-08,0.0013509954294814183
0.0022835657906589177,0.0893269761632575,0.672724009780568,0.00013771151252601005,1.466877607738331e-05,0.23551306797691227
1.5051527388150925e-06,6.990630581301082e-05,0.9994369483529958,9.598074836375633e-09,2.1278818903890522e-09,0.0004916284624957159
0.0011407114429711988,0.027684020153271458,0.9416815606908149,9.314499514600266e-05,0.00017285935889088718,0.02922770335890535
0.028639707226944908,0.4085081939756618,0.15164504583190827,0.0043888683260123774,0.0006149194552589114,0.4062032651842138
0.18661308844683358,0.28168896455745424,0.09768163445857128,0.14402690880266467,0.014635191473293261,0.275354212261183
0.0008322969920157478,0.0020503205698133796,0.9806082844794846,2.9098025849324063e-05,5.317594065183819e-06,0.01647468233877195
0.0030919550668657755,0.10101143863919668,0.7968191512370671,3.2507203381664014e-05,9.510876897840805e-05,0.09894983908451038
0.009075676196971631,0.30302358284077835,0.5601489972893257,0.010556438274427248,0.00761479036337909,0.10958051503511794
0.09758759176725222,0.5329376729875132,0.0021578366895910065,0.04533302136040874,0.15928478549232866,0.1626990917029062
0.006066571489995759,0.253037548606839,0.25536873417660794,0.001039876173639547,0.0007925959159729654,0.4836946736369449
0.0015056496098472781,0.015422079209813422,0.9272957876474361,0.0005604004647578928,3.931778286304169e-05,0.055176765285282404
0.2564043356189516,0.051200784861001804,0.012805088801666632,0.14260938614971172,0.49422767081477154,0.04275273375389679
0.0002683111839515144,0.0029781796676657153,0.9938142508133888,1.8338360487326248e-05,9.998160447930495e-05,0.002820938370027298
0.03520966697226062,0.5386494877637348,0.05206501945536173,0.00295134635410913,0.0037309104087149127,0.3673935690458186
0.0017015486055676806,0.3741007442264647,0.3912622778824984,8.680113666251707e-06,0.00010577259126412096,0.23282097658053877
1.4917435591704952e-06,0.00024203890386241046,0.995052294964891,4.605491130922454e-07,1.5312959712488998e-11,0.0047037138232614096
9.92998374465216e-05,0.03141462493849025,0.9053744614805919,2.5501649548451906e-05,6.575445697224919e-08,0.06308604633946588
